id,pair_id,pair_suffix,label,original_split,assigned_split,text
4.478.H,4.478,H,1,train,train,Porque é que os indecisos não atravessam o rio? Porque não há margem para dúvidas.
5.752.H,5.752,H,1,train,train,Qual é o doce favorito do átomo? Pé de molécula.
4.685.H,4.685,H,1,train,train,O que diz um coelho quando abre uma porta? Primeiro as cenouras.
5.101.H,5.101,H,1,train,train,Qual é o filme protagonizado por Jim Carrey e um cigarro? Derby & Lóide.
5.2647.N,5.2647,N,0,train,train,Qual apresentador é o mais duas caras? Luciano Huck.
5.942.H,5.942,H,1,train,train,Qual banda não está bem? Banda Mal tá.
4.314.H,4.314,H,1,train,validation,O que faz um piloto de aviões depois de comer? A rota.
5.1165.H,5.1165,H,1,train,train,Qual parte do corpo que ajuda os pedreiros? A Coluna ServeCal.
5.3806.H,5.3806,H,1,train,validation,Como chamam o cara que bate nos outros? Rebelte.
5.3546.H,5.3546,H,1,train,train,"Qual o seriado de tv do cara que sempre quer um pouco da comida dos outros? Hum, maluco, dá um pedaço!"
5.528.H,5.528,H,1,train,test,Por que a reunião de família do matemático fica sempre cheia? Porque ele tem inúmeros primos.
5.4026.N,5.4026,N,0,train,train,Porque o carro passou a virada de ano andando pra trás? Por que a ré estava quebrada.
5.3832.H,5.3832,H,1,train,train,Qual o animal que ninguém liga? Irrelefante.
5.2969.N,5.2969,N,0,train,train,"Qual a atriz que seu namorado tem certeza que não é quem vocês estão pensando? Larissa, Ma no é ela!"
5.1196.H,5.1196,H,1,train,train,Qual é a atriz que vale por duas? Bi atriz Segall.
2.17.N,2.17,N,0,train,train,Sabe qual é o legume que ninguém consegue domesticar? O nabo.
5.2808.N,5.2808,N,0,train,train,Porque Jesus não está no Tinder? Ele está com um crucifixo
5.1522.H,5.1522,H,1,train,validation,O que aconteceu com calvo quando cortou o cabelo? Foi pelo ralo.
5.2282.N,5.2282,N,0,train,test,"Por que num determinado dia, o aluno do cursinho mentia pra todo mundo? Porque era dia da mentira."
2.4.H,2.4,H,1,train,train,Sabe o que aconteceu com o lápis quando soube que o papel acabou? Ficou desapontado.
5.3030.H,5.3030,H,1,train,test,Qual a cidade americana que não sabe dar match em mim no tinder? Como é que te curte.
4.50.H,4.50,H,1,train,test,Eu tenho uma teoria sobre a inércia. Mas não parece estar a ganhar muita força.
5.1849.N,5.1849,N,0,train,train,Qual é o cantor que tá sempre na cena de um crime? Zeca baleiro.
5.1182.H,5.1182,H,1,train,train,Por que o Chico Buarque foi preso na saída do Santander? Por Assaltimbanco.
5.843.H,5.843,H,1,train,validation,Qual ator da Globo entende muito de estômago? Caio Gastro.
5.3539.H,5.3539,H,1,train,train,Qual o peixe que odeia ser temperado? Salnão.
5.3512.H,5.3512,H,1,train,train,Qual o meio de transporte que é um prato americano? Onionbus.
4.696.N,4.696,N,0,train,validation,"Acabei de comprar um livro chamado "" Caminhadas para Totós "" . É um guia para passear a pé."
5.2530.H,5.2530,H,1,train,test,Que bicho anda sempre acompanhado de mais 3? A Four Miga.
5.1230.H,5.1230,H,1,train,train,Qual a dupla sertaneja que vivia no queijo? Cheddar Menoti e FaBrieano.
5.682.N,5.682,N,0,train,train,Qual é o nome de menino mais escolhido pelos pais nos Estados Unidos? Tim.
4.323.N,4.323,N,0,train,test,O que diz a mãe quando vai pôr o filho à escola? Lá vai o meu rebento ...
5.411.H,5.411,H,1,train,train,Qual é o ingrediente que chega sempre atrasado na geladeira? O leite.
4.678.H,4.678,H,1,train,train,Acabei de abrir a conta da água e a conta da luz ao mesmo tempo. Fiquei em choque.
5.1525.H,5.1525,H,1,train,train,Por que o cavalo sempre ejacula antes de ficar puto? Porque ele tem ejaculação pré-coice.
5.2986.N,5.2986,N,0,train,train,Qual microorganismo que é voyeur? Bactéria.
5.793.H,5.793,H,1,train,train,Qual a rede social mais usada pelas mulheres no Oriente Médio? Faceburca.
5.2539.N,5.2539,N,0,train,train,Por que o oficial pediu licença bem no dia do bombardeio? Porque ele tinha medo.
5.3696.H,5.3696,H,1,train,test,O que o Guga fez quando viu o Kid Bengala? Disse: que rolão. E garrou.
5.3862.H,5.3862,H,1,train,train,Qual a bebida favorita do Michel Teló? Ice Tea Pego.
4.365.N,4.365,N,0,train,train,"Como é que se diz "" naufrágio "" em chinês? Help."
5.3722.H,5.3722,H,1,train,test,Qual personagem do Mortal Kombat sempre se despede de seu animal? O Tchaucão
5.2452.H,5.2452,H,1,train,train,Qual é o salgado muito bom que não deixa ninguem transar? Empada foda.
5.334.N,5.334,N,0,train,train,Como os jockeys se conectam com seus cavalos? Por Rédeas
5.3645.N,5.3645,N,0,train,validation,Qual é o desenho onde o personagem principal só consegue dinheiro em outro planeta? Pato Donald.
5.2861.N,5.2861,N,0,train,test,Qual religiosa não é bonita? A freira
4.340.N,4.340,N,0,train,train,Que nome se dá a um feto que dá muitos pontapés? Feto agitado.
5.2007.N,5.2007,N,0,train,train,Por que o atirador jogou fora todos os seus planos depois de atirar num careca? Porque ele errou os tiros!
5.2149.N,5.2149,N,0,train,test,Qual o filme da Disney que o Faustão mais gosta? Cinderela!
5.2337.H,5.2337,H,1,train,train,Qual atacante brasileiro nasceu entre março e abril? Everton Sou Áries.
5.433.H,5.433,H,1,train,train,Qual passarinho mais resistente que existe? A AnDurinha.
4.63.H,4.63,H,1,train,train,O que é que se faz num velório de lésbicas? Um minete de silêncio.
5.1735.H,5.1735,H,1,train,train,Qual esporte radical os carecas mais praticam? Parapente.
5.302.H,5.302,H,1,train,test,O DETRAN mandou colocar um aviso em todas as maternidades. Qual foi? SE FOR BEBÊ NÃO DIRIJA
4.17.N,4.17,N,0,train,test,Em que local do planeta se encontram mais leprosos? Na Ilha Sorokdo.
5.1569.H,5.1569,H,1,train,test,Qual é o filme protagonizado por Jim Carrey e um cigarro? Derby & Loid.
5.1557.N,5.1557,N,0,train,train,Qual atriz brasileira que está super na moda? Bruna Marquezine.
4.665.N,4.665,N,0,train,validation,O que disse a Selena Gomez quando encontrou o aspirador? Aqui está!
5.1325.H,5.1325,H,1,train,test,O que aconteceu quando o policial olhou no espelho? O polícia se viu.
5.565.H,5.565,H,1,train,train,O que aconteceu quando o Cícero ganhou um presente? Ele ficou felissícero.
5.3232.N,5.3232,N,0,train,train,Qual o nome do dente que cresce depois? Siso.
3.1.N,3.1,N,0,train,test,Qual o contrário de paixão? Indiferença.
5.495.H,5.495,H,1,train,train,Qual pseudo celebridade agora canta rap? Jay Z Arruda.
5.1373.N,5.1373,N,0,train,train,O que um álcool resmungou para o outro? Etanois.
5.2898.H,5.2898,H,1,train,test,qual o nome do cara que tem cheiro de dinheiro? Federico
5.3078.N,5.3078,N,0,train,train,Qual a dupla sertaneja que um ficou puto e mandou o outro quebrar o computador dele? César Menotti e Fabiano.
5.3651.H,5.3651,H,1,train,validation,Qual anime foi baseado na versao brasileira de um futebolista mediamente famoso? Drogba o zé.
4.281.N,4.281,N,0,train,train,Porque é que a galinha fez um striptease na capoeira? Para chocar os galos.
5.449.N,5.449,N,0,train,train,Qual o professor que te abre portas? Seu orientador.
4.29.H,4.29,H,1,train,train,Qual é o único animal que anda com as patas? O pato.
5.148.H,5.148,H,1,train,train,Qual é o cantor favorito dos anões? Toquinho.
5.2600.N,5.2600,N,0,train,test,Qual é o arroz que vem mais juntinho? Gohan.
5.1618.H,5.1618,H,1,train,test,Qual é o resultado do amor entre duas câmeras? Uma fotografilha.
4.538.N,4.538,N,0,train,train,O que aconteceu ao vegan que comeu demasiados legumes? Apanhou uma gastroentrite.
5.4106.H,5.4106,H,1,train,train,Em qual cidade habitam os extraterrestres ? ETla viv.
5.2633.N,5.2633,N,0,train,train,Qual a ave favorita do Neymar? Andorinha.
5.3983.H,5.3983,H,1,train,test,Qual atriz iniciou uma dieta de frutos do mar? Camarão Diaz.
5.851.N,5.851,N,0,train,test,Qual cartão é usado para pagar desenhistas? Cartão de Crédito.
5.3406.H,5.3406,H,1,train,train,Qual YouTuber é traficante? Narcos Castro.
5.3403.H,5.3403,H,1,train,train,O que o jamaicano sempre diz nos Stories? A rasta pra cima.
5.866.N,5.866,N,0,train,train,Qual a bebida favorita das ninfomaníacas? Vodka.
3.12.N,3.12,N,0,train,train,Por que a aranha é o ser vivo mais carente do mundo? Porque ela é uma fofa.
5.569.H,5.569,H,1,train,train,"Qual personagem histórico sempre pede um sorvetão? Alesundae, o Grande."
4.24.N,4.24,N,0,train,train,Vira-se um cromossoma para outro: genes bonitos!
5.888.N,5.888,N,0,train,train,O que é bom para miopia? Óculos.
4.176.H,4.176,H,1,train,test,"Há um bocado vi um incêndio numa pastelaria. A maioria das pessoas saiu com calma, mas os gordos foi o panike."
5.3801.H,5.3801,H,1,train,test,Qual o alimento que precisa de senha pra comer? Barra de Serial.
5.1745.N,5.1745,N,0,train,test,Onde o Mickey gosta de morar? No condomínio.
4.618.H,4.618,H,1,train,train,Ninguém espera por mim. Mas o Jack Sparrow.
4.60.N,4.60,N,0,train,train,Qual é a cor que os eletricistas menos gostam? O rosa.
5.1305.N,5.1305,N,0,train,train,Qual jornalista se veste que nem um bebê? Willian Bonner.
5.400.N,5.400,N,0,train,test,Por que os olhos sempre usavam oculos escuros? Pra proteger a vista.
5.2305.N,5.2305,N,0,train,train,Por que na casa da sogra todo barulho parece ser mais alto? Porque as ondas são sonoras.
5.1560.H,5.1560,H,1,train,train,Como se chama a bicicleta que ficou em segundo lugar? A vicecleta.
5.1913.N,5.1913,N,0,train,train,Qual ator é resultado do avanço da ciência? Ioan Gruffudd.
5.873.H,5.873,H,1,train,train,Em qual shopping as pessoas sentem medo das mesmas coisas? Igual Temi.
5.3297.N,5.3297,N,0,train,test,Que apresentador guarda arquivos de voz dos convidados? Sílvio Santos.
5.2211.H,5.2211,H,1,train,train,"Qual é o filme da Marvel em que um pão vence outro pão, mas oferece uma chance de empate? Pão terá nêga."
5.2715.H,5.2715,H,1,train,train,Por que o copo d`água estava relaxado? Porque estava no descanso.
5.3825.N,5.3825,N,0,train,test,Qual o mês do Popó? Agosto.
4.200.H,4.200,H,1,train,validation,Qual é a marca de computadores que canta melhor? A Dell.
5.3901.N,5.3901,N,0,train,validation,Qual o time de futebol que me deixa cheio? Grêmio.
5.1093.H,5.1093,H,1,train,validation,Qual doença que todos filósofos têm? Tendi Nietzsche.
5.2742.N,5.2742,N,0,train,train,Como as abelhas seduzem os zangões? Elas fazem liberação de feromônios
5.2449.H,5.2449,H,1,train,train,Qual é o pintor que vai para Aparecida a pé? O Romeiro Britto.
5.1299.H,5.1299,H,1,train,train,Qual comediante só usa gola V? Tatá VNeck.
5.850.H,5.850,H,1,train,test,Qual o X-Men que morre de vontade de conhecer o Inri Cristo? Vou ver Inri.
4.641.H,4.641,H,1,train,train,Por que é que o Bolsonaro perdeu as eleições? Porque estava na hora de Jair embora.
5.2358.H,5.2358,H,1,train,test,Por que um clube argentino de futebol não pôde mais fazer refresco? Porque acabou cajuniors.
4.264.H,4.264,H,1,train,train,Porque é que na escola as loiras desenham sempre florzinhas e coraçõezinhos no caderno? Porque assim decoram a matéria.
2.22.N,2.22,N,0,train,test,Aquilo todo mundo viu . Até o João viu.
4.726.H,4.726,H,1,train,train,Porque é que a galinha atravessou o parque de campismo? Para chegar ao atrelado.
5.1063.H,5.1063,H,1,train,test,Qual a cidade que paga um valor fixo pra todo mundo? Cachês do Sul.
5.3810.H,5.3810,H,1,train,train,Qual lutador é uma figura? José Álbum.
4.311.H,4.311,H,1,train,train,Porque é que a Torre de Pisa está inclinada? Porque está em itálico.
4.28.H,4.28,H,1,train,test,Voltei a dizer à minha mãe que queria ser pianista. Ela diz que estou sempre a bater na mesma tecla.
4.10.H,4.10,H,1,train,train,"Pedi ao sabichão da turma para me vir a casa dar umas explicações sobre físico-química. Quando ele chegou eu disse ""Halogéneo!"""
5.3726.N,5.3726,N,0,train,test,Qual humorista não usa microfone de mão? Helio de La Peña
5.472.N,5.472,N,0,train,test,Qual a faculdade dos carangueijos? Anhanguera.
5.208.N,5.208,N,0,train,train,Por que as pistas de corridas com obstáculos são perigosas? Porque pode cair.
5.1973.H,5.1973,H,1,train,train,Qual é o nome do multimilionário saradão? Elon Muskulo 
5.879.N,5.879,N,0,train,train,"Qual a atriz que iria apostar, mas desistiu? Fernanda Torres."
4.192.H,4.192,H,1,train,train,Porque é que o exame de Neurologia é o mais fácil? Porque a matéria está toda na cabeça.
4.72.H,4.72,H,1,train,train,Porque é que os filhos do Bin Laden são felizes? Porque o pai Osama.
4.712.H,4.712,H,1,train,train,Porque é que nunca se deve separar o pau da vassoura? Porque depois para encontrá-lo é o cabo dos trabalhos.
5.2943.N,5.2943,N,0,train,train,"Qual é a posição sexual que o Esqueleto, do He-Man, mais gosta? Frango assado."
4.205.N,4.205,N,0,train,train,Que barulho faz um relógio feito no México? Tic Tac.
4.432.N,4.432,N,0,train,train,"Um homem tentou comer 1000 passas, mas chegou às 999 e desistiu . Qual é o filme? Mil passas."
5.2080.H,5.2080,H,1,train,train,O que o nutricionista recomendou pra Sandy quando ela revelou seus desejos? Sandy Wishes 
5.4092.H,5.4092,H,1,train,validation,Qual fruta reclama muito? Melanchia.
5.1988.N,5.1988,N,0,train,train,Qual é o jornalista com mais cartaz no Brasil? Caco Barcellos
4.592.H,4.592,H,1,train,validation,"O que é que um Padre faz com a Rita num Mercedes? O Padre reza, a Rita Ora e o Mercedes-Benz."
5.2851.H,5.2851,H,1,train,train,"Qual cantor gosta de se exercitar, mas não vai na academia? O Xande de Pilates! "
5.479.N,5.479,N,0,train,test,Por que os mamíferos são os únicos animais que conseguem tossir? Porque só o leite que tem gordura.
5.444.H,5.444,H,1,train,train,Por que a pessoa que vive rindo de si mesmo nunca é Barrada em lugar algum? Porque ela é Auto-risada.
5.110.H,5.110,H,1,train,train,Qual ferramenta irá proteger a todos? Chave defenda.
5.2971.H,5.2971,H,1,train,validation,Qual a música preferida do Rafael do Polegar? Pilhados em Santos.
5.1545.H,5.1545,H,1,train,train,Qual comida que tá sempre distante? Far ofa.
5.2394.N,5.2394,N,0,train,train,O juiz condenou um médico por um crime articulado dentro de uma loja . Por quê? Porque o médico era culpado.
5.285.H,5.285,H,1,train,test,Qual personagem carnavalesco não é stereo? Rei Mono
5.675.N,5.675,N,0,train,train,Qual é o filtro que você não pode usar nas fotos tiradas na rua? Filtro UV.
5.3037.N,5.3037,N,0,train,validation,Qual cidade norte-americana que tem magia? Tampa.
5.1522.N,5.1522,N,0,train,train,O que aconteceu com calvo quando cortou o cabelo? Ficou careca.
1.4.N,1.4,N,0,train,train,O que uma impressora falou para a outra? Essa folha é sua ou é alguma minha?
5.922.N,5.922,N,0,train,train,Qual é o gadget utilizado das manicures? Esmalte Phone.
4.358.H,4.358,H,1,train,validation,Porque é que o pão se despistou? Porque ia embalado.
5.910.H,5.910,H,1,train,train,Qual é a reta que canta muito? A Reta Franklin.
5.2360.H,5.2360,H,1,train,train,Por que a atleta foi presa por atentado ao pudor enquanto jogava? Porque estava jogando uma pelada.
5.74.N,5.74,N,0,train,train,"O que o Faustão diria se fosse professor de arte? Ô loco, meu! Essa esfera."
5.1981.N,5.1981,N,0,train,train,Como se chama o ato de um ministro alterar a primeira emenda? Uma medida provisória
5.3330.N,5.3330,N,0,train,validation,Qual é o cara incentivador de suicidas? É o cara insensível!
5.4097.N,5.4097,N,0,train,train,Por que encheram a menina de arroz? Porque ela era magra.
5.2434.H,5.2434,H,1,train,train,Qual o contrário de salmão? Açucar Pé.
5.2213.H,5.2213,H,1,train,train,O que se deve dizer pro professor de geometria esquerdista? Vai pra cubo 
4.295.H,4.295,H,1,train,validation,Os termómetros foram festejar o início do verão. A festa foi na casa dos 30 graus.
4.214.N,4.214,N,0,train,validation,Chamei Maria a uma galinha e não consegui parar de rir . Era uma avé Maria cheia de graça.
5.1720.N,5.1720,N,0,train,train,A vaca tomou um susto e morreu . Do quê? De infarto fuminante.
5.3630.N,5.3630,N,0,train,train,Qual herói da Marvel trabalhou pro Silvio Santos? Thor.
4.401.H,4.401,H,1,train,test,Vira-se uma almofada para outra: Hoje estás cá com uma fronha!
5.283.H,5.283,H,1,train,train,O que o coveiro disse quando pediram a ele para gerenciar o cemitério? Isso não é da minha ossada.
5.977.N,5.977,N,0,train,train,Qual banda pede demissão? Iron Mayday.
5.317.H,5.317,H,1,train,train,Qual banda é formada por um padre? É o Tchan! Com Padre Washington.
4.694.H,4.694,H,1,train,test,"Será que os políticos corruptos vão para o inferno? Não, vão para o paraíso fiscal."
5.680.N,5.680,N,0,train,train,"Por que quando o filho do Homem de Ferro nasceu, todo mundo achou que ele ia ser tarado? Porque ele já nasceu com armadura ..."
5.3027.H,5.3027,H,1,train,train,Qual o estado americano preferido dos sadomasoquistas? Misurre.
5.3410.H,5.3410,H,1,train,train,Qual filme eu tenho que assistir sob ameaça de morte? Vingadores ou te mato.
5.1408.N,5.1408,N,0,train,test,Por qual pasta de dente você não paga nada? A Sorriso.
5.601.H,5.601,H,1,train,train,Qual o grupo favorito das flores? Orquídeabelha.
5.2186.N,5.2186,N,0,train,train,Qual é o cantor folclórico que é um matador de aluguel? Zeca Baleiro
5.1005.H,5.1005,H,1,train,train,Do que sofre a socialite quando vai às compras? De boutique nervoso.
4.158.H,4.158,H,1,train,test,Uma mulher estava indecisa entre comprar uma blusa azul e uma vermelha. Acabou por levar a vermelha. Qual é o filme? Largou a azul.
